case:concept:name,concept:name,time:timestamp,lifecycle:transition,org:resource
9,W_Complete application,2016-01-02 08:51:44.220055,complete,User_2
60,W_Complete application,2016-01-02 08:51:44.224717,complete,User_28
80,A_Accepted,2016-01-02 08:51:44.264910,complete,User_3
1,W_Complete application,2016-01-02 08:51:44.280030,complete,User_36
83,W_Complete application,2016-01-02 08:51:44.302930,complete,User_71
85,W_Complete application,2016-01-02 08:51:44.449530,complete,User_84
42,W_Complete application,2016-01-02 08:51:44.469355,complete,User_11
55,A_Accepted,2016-01-02 08:51:44.623321,complete,User_38
77,A_Accepted,2016-01-02 08:51:44.673896,complete,User_32
65,W_Complete application,2016-01-02 08:51:44.695336,complete,User_31
74,W_Complete application,2016-01-02 08:51:44.727011,complete,User_45
80,O_Create Offer,2016-01-02 08:51:44.727910,complete,User_31
71,W_Complete application,2016-01-02 08:51:44.755914,complete,User_63
63,A_Accepted,2016-01-02 08:51:44.762178,complete,User_11
79,A_Accepted,2016-01-02 08:51:44.795302,complete,User_53
80,O_Created,2016-01-02 08:51:44.816910,complete,User_57
80,O_Cancelled,2016-01-02 08:51:44.817910,complete,User_117
80,O_Cancelled,2016-01-02 08:51:44.818910,complete,User_106
80,O_Cancelled,2016-01-02 08:51:44.819910,complete,User_57
87,A_Accepted,2016-01-02 08:51:44.845566,complete,User_58
12,A_Accepted,2016-01-02 08:51:44.934196,complete,User_2
75,A_Accepted,2016-01-02 08:51:45.008252,complete,User_65
11,A_Accepted,2016-01-02 08:51:45.015788,complete,User_42
55,O_Create Offer,2016-01-02 08:51:45.086321,complete,User_17
77,O_Create Offer,2016-01-02 08:51:45.136896,complete,User_33
55,O_Created,2016-01-02 08:51:45.175321,complete,User_45
55,O_Sent (mail and online),2016-01-02 08:51:45.176321,complete,User_55
63,O_Create Offer,2016-01-02 08:51:45.225178,complete,User_60
77,O_Created,2016-01-02 08:51:45.225896,complete,User_31
77,O_Cancelled,2016-01-02 08:51:45.226896,complete,User_53
9,A_Accepted,2016-01-02 08:51:45.244055,complete,User_97
60,A_Accepted,2016-01-02 08:51:45.248717,complete,User_9
79,O_Create Offer,2016-01-02 08:51:45.258302,complete,User_3
80,O_Create Offer,2016-01-02 08:51:45.282910,complete,User_36
1,A_Accepted,2016-01-02 08:51:45.304030,complete,User_48
87,O_Create Offer,2016-01-02 08:51:45.308566,complete,User_32
63,O_Created,2016-01-02 08:51:45.314178,complete,User_49
63,O_Sent (mail and online),2016-01-02 08:51:45.315178,complete,User_63
83,A_Accepted,2016-01-02 08:51:45.326930,complete,User_56
79,O_Created,2016-01-02 08:51:45.347302,complete,User_60
79,O_Sent (mail and online),2016-01-02 08:51:45.348302,complete,User_35
80,O_Created,2016-01-02 08:51:45.371910,complete,User_132
80,O_Sent (mail and online),2016-01-02 08:51:45.372910,complete,User_14
12,O_Create Offer,2016-01-02 08:51:45.397196,complete,User_67
87,O_Created,2016-01-02 08:51:45.397566,complete,User_48
87,O_Sent (mail and online),2016-01-02 08:51:45.398566,complete,User_36
75,O_Create Offer,2016-01-02 08:51:45.471252,complete,User_2
85,A_Accepted,2016-01-02 08:51:45.473530,complete,User_15
11,O_Create Offer,2016-01-02 08:51:45.478788,complete,User_72
12,O_Created,2016-01-02 08:51:45.486196,complete,User_21
12,O_Cancelled,2016-01-02 08:51:45.487196,complete,User_112
42,A_Accepted,2016-01-02 08:51:45.493355,complete,User_5
75,O_Created,2016-01-02 08:51:45.560252,complete,User_32
75,O_Sent (mail and online),2016-01-02 08:51:45.561252,complete,User_15
11,O_Created,2016-01-02 08:51:45.567788,complete,User_14
11,O_Cancelled,2016-01-02 08:51:45.568788,complete,User_107
11,O_Cancelled,2016-01-02 08:51:45.569788,complete,User_106
11,O_Cancelled,2016-01-02 08:51:45.570788,complete,User_72
11,O_Cancelled,2016-01-02 08:51:45.571788,complete,User_7
77,O_Create Offer,2016-01-02 08:51:45.689896,complete,User_41
9,O_Create Offer,2016-01-02 08:51:45.707055,complete,User_97
60,O_Create Offer,2016-01-02 08:51:45.711717,complete,User_88
65,A_Accepted,2016-01-02 08:51:45.719336,complete,User_28
74,A_Accepted,2016-01-02 08:51:45.751011,complete,User_4
1,O_Create Offer,2016-01-02 08:51:45.767030,complete,User_45
77,O_Created,2016-01-02 08:51:45.778896,complete,User_57
77,O_Sent (mail and online),2016-01-02 08:51:45.779896,complete,User_88
71,A_Accepted,2016-01-02 08:51:45.779914,complete,User_84
83,O_Create Offer,2016-01-02 08:51:45.789930,complete,User_58
9,O_Created,2016-01-02 08:51:45.796055,complete,User_35
9,O_Sent (mail and online),2016-01-02 08:51:45.797055,complete,User_55
60,O_Created,2016-01-02 08:51:45.800717,complete,User_2
60,O_Cancelled,2016-01-02 08:51:45.801717,complete,User_35
1,O_Created,2016-01-02 08:51:45.856030,complete,User_11
1,O_Sent (mail and online),2016-01-02 08:51:45.857030,complete,User_36
83,O_Created,2016-01-02 08:51:45.878930,complete,User_51
83,O_Sent (mail and online),2016-01-02 08:51:45.879930,complete,User_41
85,O_Create Offer,2016-01-02 08:51:45.936530,complete,User_49
12,O_Create Offer,2016-01-02 08:51:45.950196,complete,User_33
42,O_Create Offer,2016-01-02 08:51:45.956355,complete,User_3
85,O_Created,2016-01-02 08:51:46.025530,complete,User_17
85,O_Cancelled,2016-01-02 08:51:46.026530,complete,User_123
11,O_Create Offer,2016-01-02 08:51:46.034788,complete,User_15
12,O_Created,2016-01-02 08:51:46.039196,complete,User_7
12,O_Cancelled,2016-01-02 08:51:46.040196,complete,User_4
12,O_Cancelled,2016-01-02 08:51:46.041196,complete,User_120
12,O_Cancelled,2016-01-02 08:51:46.042196,complete,User_48
42,O_Created,2016-01-02 08:51:46.045355,complete,User_41
42,O_Sent (mail and online),2016-01-02 08:51:46.046355,complete,User_60
11,O_Created,2016-01-02 08:51:46.123788,complete,User_5
11,O_Cancelled,2016-01-02 08:51:46.124788,complete,User_27
65,O_Create Offer,2016-01-02 08:51:46.182336,complete,User_72
74,O_Create Offer,2016-01-02 08:51:46.214011,complete,User_31
71,O_Create Offer,2016-01-02 08:51:46.242914,complete,User_97
60,O_Create Offer,2016-01-02 08:51:46.264717,complete,User_88
65,O_Created,2016-01-02 08:51:46.271336,complete,User_28
65,O_Sent (mail and online),2016-01-02 08:51:46.272336,complete,User_11
74,O_Created,2016-01-02 08:51:46.303011,complete,User_72
74,O_Sent (mail and online),2016-01-02 08:51:46.304011,complete,User_51
71,O_Created,2016-01-02 08:51:46.331914,complete,User_41
71,O_Cancelled,2016-01-02 08:51:46.332914,complete,User_120
60,O_Created,2016-01-02 08:51:46.353717,complete,User_21
60,O_Cancelled,2016-01-02 08:51:46.354717,complete,User_1
85,O_Create Offer,2016-01-02 08:51:46.489530,complete,User_45
12,O_Create Offer,2016-01-02 08:51:46.505196,complete,User_48
85,O_Created,2016-01-02 08:51:46.578530,complete,User_36
85,O_Cancelled,2016-01-02 08:51:46.579530,complete,User_7
85,O_Cancelled,2016-01-02 08:51:46.580530,complete,User_21
85,O_Cancelled,2016-01-02 08:51:46.581530,complete,User_117
85,O_Cancelled,2016-01-02 08:51:46.582530,complete,User_49
11,O_Create Offer,2016-01-02 08:51:46.587788,complete,User_80
12,O_Created,2016-01-02 08:51:46.594196,complete,User_2
12,O_Cancelled,2016-01-02 08:51:46.595196,complete,User_116
12,O_Cancelled,2016-01-02 08:51:46.596196,complete,User_51
11,O_Created,2016-01-02 08:51:46.676788,complete,User_7
11,O_Sent (mail and online),2016-01-02 08:51:46.677788,complete,User_48
55,A_Complete,2016-01-02 08:51:46.722321,complete,User_38
71,O_Create Offer,2016-01-02 08:51:46.795914,complete,User_3
60,O_Create Offer,2016-01-02 08:51:46.817717,complete,User_28
63,A_Complete,2016-01-02 08:51:46.861178,complete,User_9
71,O_Created,2016-01-02 08:51:46.884914,complete,User_2
71,O_Cancelled,2016-01-02 08:51:46.885914,complete,User_114
79,A_Complete,2016-01-02 08:51:46.894302,complete,User_53
79,W_Call after offers,2016-01-02 08:51:46.905661,start,User_107
60,O_Created,2016-01-02 08:51:46.906717,complete,User_60
60,O_Cancelled,2016-01-02 08:51:46.907717,complete,User_112
80,A_Complete,2016-01-02 08:51:46.918910,complete,User_71
87,A_Complete,2016-01-02 08:51:46.944566,complete,User_63
80,W_Call after offers,2016-01-02 08:51:46.948899,start,User_29
85,O_Create Offer,2016-01-02 08:51:47.045530,complete,User_84
12,O_Create Offer,2016-01-02 08:51:47.059196,complete,User_31
75,A_Complete,2016-01-02 08:51:47.107252,complete,User_81
85,O_Created,2016-01-02 08:51:47.134530,complete,User_48
85,O_Cancelled,2016-01-02 08:51:47.135530,complete,User_21
85,O_Cancelled,2016-01-02 08:51:47.136530,complete,User_21
12,O_Created,2016-01-02 08:51:47.148196,complete,User_71
12,O_Cancelled,2016-01-02 08:51:47.149196,complete,User_2
77,A_Complete,2016-01-02 08:51:47.325896,complete,User_67
9,A_Complete,2016-01-02 08:51:47.343055,complete,User_57
63,W_Call after offers,2016-01-02 08:51:47.345325,start,User_99
71,O_Create Offer,2016-01-02 08:51:47.348914,complete,User_28
60,O_Create Offer,2016-01-02 08:51:47.370717,complete,User_35
1,A_Complete,2016-01-02 08:51:47.403030,complete,User_42
83,A_Complete,2016-01-02 08:51:47.425930,complete,User_65
55,W_Call after offers,2016-01-02 08:51:47.427670,start,User_106
71,O_Created,2016-01-02 08:51:47.437914,complete,User_57
71,O_Cancelled,2016-01-02 08:51:47.438914,complete,User_1
60,O_Created,2016-01-02 08:51:47.459717,complete,User_32
60,O_Sent (mail and online),2016-01-02 08:51:47.460717,complete,User_49
42,A_Complete,2016-01-02 08:51:47.592355,complete,User_14
85,O_Create Offer,2016-01-02 08:51:47.599530,complete,User_15
12,O_Create Offer,2016-01-02 08:51:47.612196,complete,User_31
85,O_Created,2016-01-02 08:51:47.688530,complete,User_57
85,O_Sent (mail and online),2016-01-02 08:51:47.689530,complete,User_33
12,O_Created,2016-01-02 08:51:47.701196,complete,User_84
12,O_Cancelled,2016-01-02 08:51:47.702196,complete,User_55
12,O_Cancelled,2016-01-02 08:51:47.703196,complete,User_17
12,O_Cancelled,2016-01-02 08:51:47.704196,complete,User_2
65,A_Complete,2016-01-02 08:51:47.818336,complete,User_88
87,W_Call after offers,2016-01-02 08:51:47.847920,start,User_90
74,A_Complete,2016-01-02 08:51:47.850011,complete,User_11
71,O_Create Offer,2016-01-02 08:51:47.901914,complete,User_4
75,W_Call after offers,2016-01-02 08:51:47.963508,start,User_30
71,O_Created,2016-01-02 08:51:47.990914,complete,User_9
71,O_Cancelled,2016-01-02 08:51:47.991914,complete,User_53
12,O_Create Offer,2016-01-02 08:51:48.167196,complete,User_32
11,A_Complete,2016-01-02 08:51:48.223788,complete,User_58
12,O_Created,2016-01-02 08:51:48.256196,complete,User_11
12,O_Cancelled,2016-01-02 08:51:48.257196,complete,User_126
12,O_Cancelled,2016-01-02 08:51:48.258196,complete,User_2
12,O_Cancelled,2016-01-02 08:51:48.259196,complete,User_49
12,O_Cancelled,2016-01-02 08:51:48.260196,complete,User_58
12,O_Cancelled,2016-01-02 08:51:48.261196,complete,User_31
12,O_Cancelled,2016-01-02 08:51:48.262196,complete,User_112
71,O_Create Offer,2016-01-02 08:51:48.454914,complete,User_48
71,O_Created,2016-01-02 08:51:48.543914,complete,User_58
71,O_Cancelled,2016-01-02 08:51:48.544914,complete,User_58
12,O_Create Offer,2016-01-02 08:51:48.725196,complete,User_84
12,O_Created,2016-01-02 08:51:48.814196,complete,User_65
12,O_Cancelled,2016-01-02 08:51:48.815196,complete,User_72
12,O_Cancelled,2016-01-02 08:51:48.816196,complete,User_121
12,O_Cancelled,2016-01-02 08:51:48.817196,complete,User_67
12,O_Cancelled,2016-01-02 08:51:48.818196,complete,User_42
12,O_Cancelled,2016-01-02 08:51:48.819196,complete,User_4
60,A_Complete,2016-01-02 08:51:49.006717,complete,User_21
71,O_Create Offer,2016-01-02 08:51:49.007914,complete,User_17
71,O_Created,2016-01-02 08:51:49.096914,complete,User_60
71,O_Sent (mail and online),2016-01-02 08:51:49.097914,complete,User_80
85,A_Complete,2016-01-02 08:51:49.235530,complete,User_33
12,O_Create Offer,2016-01-02 08:51:49.282196,complete,User_57
12,O_Created,2016-01-02 08:51:49.371196,complete,User_33
12,O_Sent (mail and online),2016-01-02 08:51:49.372196,complete,User_41
71,A_Complete,2016-01-02 08:51:50.643914,complete,User_84
12,A_Complete,2016-01-02 08:51:50.918196,complete,User_97
66,W_Call after offers,2016-01-02 08:51:54.335126,complete,User_100
66,O_Cancelled,2016-01-02 08:51:54.336126,complete,User_28
66,A_Cancelled,2016-01-02 08:51:54.352126,complete,User_55
93,W_Call after offers,2016-01-02 08:52:16.057388,complete,User_129
93,O_Create Offer,2016-01-02 08:52:16.520388,complete,User_5
93,O_Created,2016-01-02 08:52:16.609388,complete,User_58
93,O_Sent (mail and online),2016-01-02 08:52:16.610388,complete,User_56
93,A_Complete,2016-01-02 08:52:18.156388,complete,User_57
93,W_Call after offers,2016-01-02 08:52:18.663815,start,User_100
91,W_Complete application,2016-01-02 08:52:22.860447,complete,User_86
91,A_Accepted,2016-01-02 08:52:23.884447,complete,User_42
91,O_Create Offer,2016-01-02 08:52:24.347447,complete,User_41
91,O_Created,2016-01-02 08:52:24.436447,complete,User_56
91,O_Cancelled,2016-01-02 08:52:24.437447,complete,User_9
91,O_Cancelled,2016-01-02 08:52:24.438447,complete,User_31
91,O_Cancelled,2016-01-02 08:52:24.439447,complete,User_2
91,O_Create Offer,2016-01-02 08:52:24.902447,complete,User_72
91,O_Created,2016-01-02 08:52:24.991447,complete,User_67
91,O_Cancelled,2016-01-02 08:52:24.992447,complete,User_58
91,O_Cancelled,2016-01-02 08:52:24.993447,complete,User_17
91,O_Cancelled,2016-01-02 08:52:24.994447,complete,User_129
91,O_Cancelled,2016-01-02 08:52:24.995447,complete,User_130
91,O_Create Offer,2016-01-02 08:52:25.458447,complete,User_42
91,O_Created,2016-01-02 08:52:25.547447,complete,User_35
91,O_Cancelled,2016-01-02 08:52:25.548447,complete,User_129
91,O_Cancelled,2016-01-02 08:52:25.549447,complete,User_60
91,O_Cancelled,2016-01-02 08:52:25.550447,complete,User_45
91,O_Cancelled,2016-01-02 08:52:25.551447,complete,User_51
91,O_Cancelled,2016-01-02 08:52:25.552447,complete,User_31
91,O_Create Offer,2016-01-02 08:52:26.015447,complete,User_65
91,O_Created,2016-01-02 08:52:26.104447,complete,User_67
91,O_Cancelled,2016-01-02 08:52:26.105447,complete,User_2
27,W_Validate application,2016-01-02 08:52:26.161515,complete,User_75
91,O_Create Offer,2016-01-02 08:52:26.568447,complete,User_2
91,O_Created,2016-01-02 08:52:26.657447,complete,User_11
91,O_Cancelled,2016-01-02 08:52:26.658447,complete,User_3
91,O_Create Offer,2016-01-02 08:52:27.121447,complete,User_55
91,O_Created,2016-01-02 08:52:27.210447,complete,User_4
91,O_Cancelled,2016-01-02 08:52:27.211447,complete,User_3
91,O_Cancelled,2016-01-02 08:52:27.212447,complete,User_97
91,O_Cancelled,2016-01-02 08:52:27.213447,complete,User_51
91,O_Create Offer,2016-01-02 08:52:27.676447,complete,User_60
27,O_Returned,2016-01-02 08:52:27.686515,complete,User_123
91,O_Created,2016-01-02 08:52:27.765447,complete,User_63
91,O_Cancelled,2016-01-02 08:52:27.766447,complete,User_86
38,W_Call after offers,2016-01-02 08:52:28.201298,complete,User_109
38,O_Cancelled,2016-01-02 08:52:28.202298,complete,User_114
38,A_Cancelled,2016-01-02 08:52:28.218298,complete,User_36
91,O_Create Offer,2016-01-02 08:52:28.229447,complete,User_28
91,O_Created,2016-01-02 08:52:28.318447,complete,User_2
91,O_Cancelled,2016-01-02 08:52:28.319447,complete,User_72
38,O_Create Offer,2016-01-02 08:52:28.681298,complete,User_45
38,O_Created,2016-01-02 08:52:28.770298,complete,User_7
38,O_Sent (mail and online),2016-01-02 08:52:28.771298,complete,User_72
91,O_Create Offer,2016-01-02 08:52:28.782447,complete,User_56
91,O_Created,2016-01-02 08:52:28.871447,complete,User_41
91,O_Cancelled,2016-01-02 08:52:28.872447,complete,User_67
91,O_Cancelled,2016-01-02 08:52:28.873447,complete,User_132
27,A_Incomplete,2016-01-02 08:52:29.112515,complete,User_122
27,W_Call incomplete files,2016-01-02 08:52:29.188767,start,User_53
91,O_Create Offer,2016-01-02 08:52:29.336447,complete,User_14
91,O_Created,2016-01-02 08:52:29.425447,complete,User_60
91,O_Sent (mail and online),2016-01-02 08:52:29.426447,complete,User_9
38,A_Complete,2016-01-02 08:52:30.317298,complete,User_36
91,A_Complete,2016-01-02 08:52:30.972447,complete,User_56
38,W_Call after offers,2016-01-02 08:52:31.272699,start,User_109
91,W_Call after offers,2016-01-02 08:52:31.950648,start,User_129
94,A_Create Application,2016-01-02 08:52:54.635016,complete,User_65
94,A_Submitted,2016-01-02 08:52:54.733016,complete,User_1
94,W_Handle leads,2016-01-02 08:52:55.467827,start,User_42
57,W_Call incomplete files,2016-01-02 08:53:03.838180,complete,User_24
57,O_Create Offer,2016-01-02 08:53:04.301180,complete,User_80
57,O_Created,2016-01-02 08:53:04.390180,complete,User_33
57,O_Cancelled,2016-01-02 08:53:04.391180,complete,User_118
57,O_Cancelled,2016-01-02 08:53:04.392180,complete,User_112
57,O_Create Offer,2016-01-02 08:53:04.855180,complete,User_3
57,O_Created,2016-01-02 08:53:04.944180,complete,User_48
57,O_Sent (mail and online),2016-01-02 08:53:04.945180,complete,User_67
92,W_Call after offers,2016-01-02 08:53:05.475852,complete,User_68
92,A_Cancelled,2016-01-02 08:53:05.491852,complete,User_9
92,O_Cancelled,2016-01-02 08:53:05.492852,complete,User_121
57,A_Complete,2016-01-02 08:53:06.491180,complete,User_7
57,W_Call after offers,2016-01-02 08:53:07.420965,start,User_68
5,W_Validate application,2016-01-02 08:53:17.681442,complete,User_95
8,W_Call after offers,2016-01-02 08:53:17.924717,complete,User_102
8,O_Create Offer,2016-01-02 08:53:18.387717,complete,User_84
8,O_Created,2016-01-02 08:53:18.476717,complete,User_71
8,O_Sent (mail and online),2016-01-02 08:53:18.477717,complete,User_21
5,O_Returned,2016-01-02 08:53:19.206442,complete,User_112
5,A_Denied,2016-01-02 08:53:19.222442,complete,User_95
5,O_Refused,2016-01-02 08:53:19.227442,complete,User_102
8,A_Complete,2016-01-02 08:53:20.023717,complete,User_17
8,W_Call after offers,2016-01-02 08:53:20.801182,start,User_75
24,W_Call after offers,2016-01-02 08:54:38.816916,complete,User_87
24,O_Create Offer,2016-01-02 08:54:39.279916,complete,User_24
24,O_Created,2016-01-02 08:54:39.368916,complete,User_97
24,O_Sent (mail and online),2016-01-02 08:54:39.369916,complete,User_86
24,A_Complete,2016-01-02 08:54:40.915916,complete,User_86
24,W_Call after offers,2016-01-02 08:54:41.323158,start,User_87
94,W_Handle leads,2016-01-02 08:54:50.172007,complete,User_42
94,A_Concept,2016-01-02 08:54:50.176007,complete,User_4
94,W_Complete application,2016-01-02 08:54:50.905120,start,User_71
28,W_Call incomplete files,2016-01-02 08:55:03.125062,complete,User_104
28,O_Cancelled,2016-01-02 08:55:03.126062,complete,User_56
28,A_Cancelled,2016-01-02 08:55:03.142062,complete,User_104
28,O_Create Offer,2016-01-02 08:55:03.605062,complete,User_51
28,O_Created,2016-01-02 08:55:03.694062,complete,User_132
28,O_Cancelled,2016-01-02 08:55:03.695062,complete,User_3
28,O_Create Offer,2016-01-02 08:55:04.158062,complete,User_51
28,O_Created,2016-01-02 08:55:04.247062,complete,User_7
28,O_Sent (mail and online),2016-01-02 08:55:04.248062,complete,User_2
28,A_Complete,2016-01-02 08:55:05.794062,complete,User_63
28,W_Call after offers,2016-01-02 08:55:06.773508,start,User_102
26,W_Validate application,2016-01-02 08:55:21.499117,complete,User_127
26,O_Returned,2016-01-02 08:55:23.024117,complete,User_127
26,O_Accepted,2016-01-02 08:55:23.026117,complete,User_119
26,A_Pending,2016-01-02 08:55:23.027117,complete,User_134
26,O_Cancelled,2016-01-02 08:55:23.028117,complete,User_57
26,O_Cancelled,2016-01-02 08:55:23.029117,complete,User_130
26,O_Create Offer,2016-01-02 08:55:23.492117,complete,User_57
26,O_Created,2016-01-02 08:55:23.581117,complete,User_32
26,O_Cancelled,2016-01-02 08:55:23.582117,complete,User_112
26,O_Cancelled,2016-01-02 08:55:23.583117,complete,User_45
26,O_Create Offer,2016-01-02 08:55:24.046117,complete,User_63
26,O_Created,2016-01-02 08:55:24.135117,complete,User_9
26,O_Sent (mail and online),2016-01-02 08:55:24.136117,complete,User_80
26,A_Complete,2016-01-02 08:55:25.682117,complete,User_72
26,W_Call after offers,2016-01-02 08:55:26.336657,start,User_95
79,W_Call after offers,2016-01-02 08:56:12.805402,complete,User_107
80,W_Call after offers,2016-01-02 08:56:12.848640,complete,User_29
63,W_Call after offers,2016-01-02 08:56:13.245066,complete,User_99
80,O_Create Offer,2016-01-02 08:56:13.311640,complete,User_67
55,W_Call after offers,2016-01-02 08:56:13.327411,complete,User_106
80,O_Created,2016-01-02 08:56:13.400640,complete,User_33
80,O_Cancelled,2016-01-02 08:56:13.401640,complete,User_119
63,O_Create Offer,2016-01-02 08:56:13.708066,complete,User_45
87,W_Call after offers,2016-01-02 08:56:13.747661,complete,User_90
63,O_Created,2016-01-02 08:56:13.797066,complete,User_58
63,O_Sent (mail and online),2016-01-02 08:56:13.798066,complete,User_4
75,W_Call after offers,2016-01-02 08:56:13.863249,complete,User_30
80,O_Create Offer,2016-01-02 08:56:13.864640,complete,User_49
80,O_Created,2016-01-02 08:56:13.953640,complete,User_86
80,O_Cancelled,2016-01-02 08:56:13.954640,complete,User_15
80,O_Cancelled,2016-01-02 08:56:13.955640,complete,User_90
80,O_Cancelled,2016-01-02 08:56:13.956640,complete,User_15
79,A_Validating,2016-01-02 08:56:13.959402,complete,User_116
79,W_Validate application,2016-01-02 08:56:14.355243,start,User_123
80,O_Create Offer,2016-01-02 08:56:14.419640,complete,User_49
55,A_Validating,2016-01-02 08:56:14.481411,complete,User_36
80,O_Created,2016-01-02 08:56:14.508640,complete,User_49
80,O_Cancelled,2016-01-02 08:56:14.509640,complete,User_14
80,O_Cancelled,2016-01-02 08:56:14.510640,complete,User_56
55,W_Validate application,2016-01-02 08:56:14.799395,start,User_119
87,A_Validating,2016-01-02 08:56:14.901661,complete,User_31
80,O_Create Offer,2016-01-02 08:56:14.973640,complete,User_72
75,A_Validating,2016-01-02 08:56:15.017249,complete,User_2
80,O_Created,2016-01-02 08:56:15.062640,complete,User_97
80,O_Cancelled,2016-01-02 08:56:15.063640,complete,User_90
80,O_Cancelled,2016-01-02 08:56:15.064640,complete,User_29
63,A_Complete,2016-01-02 08:56:15.344066,complete,User_28
80,O_Create Offer,2016-01-02 08:56:15.527640,complete,User_9
80,O_Created,2016-01-02 08:56:15.616640,complete,User_35
80,O_Sent (mail and online),2016-01-02 08:56:15.617640,complete,User_49
87,W_Validate application,2016-01-02 08:56:15.676677,start,User_114
75,W_Validate application,2016-01-02 08:56:15.932215,start,User_126
63,W_Call after offers,2016-01-02 08:56:16.220706,start,User_90
80,A_Complete,2016-01-02 08:56:17.163640,complete,User_56
80,W_Call after offers,2016-01-02 08:56:18.068882,start,User_106
93,W_Call after offers,2016-01-02 08:56:44.563556,complete,User_100
93,A_Validating,2016-01-02 08:56:45.717556,complete,User_42
93,W_Validate application,2016-01-02 08:56:45.806398,start,User_112
64,W_Validate application,2016-01-02 08:56:56.610400,complete,User_93
38,W_Call after offers,2016-01-02 08:56:57.172440,complete,User_109
38,O_Cancelled,2016-01-02 08:56:57.173440,complete,User_33
38,A_Cancelled,2016-01-02 08:56:57.189440,complete,User_84
38,O_Cancelled,2016-01-02 08:56:57.190440,complete,User_134
38,O_Cancelled,2016-01-02 08:56:57.191440,complete,User_88
91,W_Call after offers,2016-01-02 08:56:57.850389,complete,User_129
91,A_Cancelled,2016-01-02 08:56:57.866389,complete,User_58
91,O_Cancelled,2016-01-02 08:56:57.867389,complete,User_97
64,O_Returned,2016-01-02 08:56:58.135400,complete,User_99
91,O_Create Offer,2016-01-02 08:56:58.330389,complete,User_28
91,O_Created,2016-01-02 08:56:58.419389,complete,User_104
91,O_Sent (mail and online),2016-01-02 08:56:58.420389,complete,User_11
64,A_Incomplete,2016-01-02 08:56:59.561400,complete,User_122
91,A_Complete,2016-01-02 08:56:59.966389,complete,User_104
64,W_Call incomplete files,2016-01-02 08:57:00.198178,start,User_49
91,W_Call after offers,2016-01-02 08:57:00.482583,start,User_99
57,W_Call after offers,2016-01-02 08:57:33.320706,complete,User_68
57,O_Create Offer,2016-01-02 08:57:33.783706,complete,User_4
57,O_Created,2016-01-02 08:57:33.872706,complete,User_56
57,O_Cancelled,2016-01-02 08:57:33.873706,complete,User_84
57,O_Create Offer,2016-01-02 08:57:34.336706,complete,User_14
57,O_Created,2016-01-02 08:57:34.425706,complete,User_65
57,O_Cancelled,2016-01-02 08:57:34.426706,complete,User_129
57,O_Create Offer,2016-01-02 08:57:34.889706,complete,User_51
57,O_Created,2016-01-02 08:57:34.978706,complete,User_60
57,O_Cancelled,2016-01-02 08:57:34.979706,complete,User_3
57,O_Cancelled,2016-01-02 08:57:34.980706,complete,User_2
57,O_Cancelled,2016-01-02 08:57:34.981706,complete,User_42
57,O_Cancelled,2016-01-02 08:57:34.982706,complete,User_121
57,O_Cancelled,2016-01-02 08:57:34.983706,complete,User_93
57,O_Create Offer,2016-01-02 08:57:35.446706,complete,User_2
57,O_Created,2016-01-02 08:57:35.535706,complete,User_104
57,O_Sent (mail and online),2016-01-02 08:57:35.536706,complete,User_33
57,A_Complete,2016-01-02 08:57:37.082706,complete,User_72
57,W_Call after offers,2016-01-02 08:57:37.542160,start,User_129
8,W_Call after offers,2016-01-02 08:57:46.700923,complete,User_75
8,A_Validating,2016-01-02 08:57:47.854923,complete,User_125
8,W_Validate application,2016-01-02 08:57:48.695800,start,User_68
24,W_Call after offers,2016-01-02 08:59:07.222899,complete,User_87
24,A_Validating,2016-01-02 08:59:08.376899,complete,User_120
24,W_Validate application,2016-01-02 08:59:08.961858,start,User_109
27,W_Call incomplete files,2016-01-02 08:59:29.884329,complete,User_53
27,O_Cancelled,2016-01-02 08:59:29.885329,complete,User_55
27,A_Cancelled,2016-01-02 08:59:29.901329,complete,User_104
27,O_Create Offer,2016-01-02 08:59:30.364329,complete,User_9
27,O_Created,2016-01-02 08:59:30.453329,complete,User_86
27,O_Cancelled,2016-01-02 08:59:30.454329,complete,User_56
27,O_Create Offer,2016-01-02 08:59:30.917329,complete,User_35
27,O_Created,2016-01-02 08:59:31.006329,complete,User_15
27,O_Sent (mail and online),2016-01-02 08:59:31.007329,complete,User_81
27,A_Complete,2016-01-02 08:59:32.553329,complete,User_14
28,W_Call after offers,2016-01-02 08:59:32.673249,complete,User_102
27,W_Call after offers,2016-01-02 08:59:32.795738,start,User_75
28,O_Create Offer,2016-01-02 08:59:33.136249,complete,User_33
28,O_Created,2016-01-02 08:59:33.225249,complete,User_65
28,O_Cancelled,2016-01-02 08:59:33.226249,complete,User_48
28,O_Create Offer,2016-01-02 08:59:33.689249,complete,User_15
28,O_Created,2016-01-02 08:59:33.778249,complete,User_41
28,O_Sent (mail and online),2016-01-02 08:59:33.779249,complete,User_84
28,A_Complete,2016-01-02 08:59:35.325249,complete,User_4
28,W_Call after offers,2016-01-02 08:59:35.487677,start,User_100
26,W_Call after offers,2016-01-02 08:59:52.236398,complete,User_95
26,O_Create Offer,2016-01-02 08:59:52.699398,complete,User_21
26,O_Created,2016-01-02 08:59:52.788398,complete,User_86
26,O_Cancelled,2016-01-02 08:59:52.789398,complete,User_131
26,O_Cancelled,2016-01-02 08:59:52.790398,complete,User_4
