case:concept:name,concept:name,time:timestamp,lifecycle:transition,org:resource,case:ApplicationType,case:LoanGoal,case:RequestedAmount
16,W_Complete application,2016-01-02 08:05:54.739001,complete,User_48,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-02 08:05:54.739001,start,User_48,New credit,Existing loan takeover,14705.41
15,W_Complete application,2016-01-02 08:05:59.198794,complete,User_101,Limit raise,Existing loan takeover,37951.04
15,W_Complete application,2016-01-02 08:05:59.198794,start,User_120,Limit raise,Existing loan takeover,37951.04
43,W_Complete application,2016-01-02 08:06:28.803592,complete,User_27,New credit,Home improvement,5723.0
43,W_Complete application,2016-01-02 08:06:28.803592,start,User_27,New credit,Home improvement,5723.0
40,W_Complete application,2016-01-02 08:07:04.803625,complete,User_60,New credit,Car,12744.98
40,W_Complete application,2016-01-02 08:07:04.803625,start,User_102,New credit,Car,12744.98
23,W_Complete application,2016-01-02 08:07:20.536204,complete,User_33,New credit,Car,53542.04
23,W_Complete application,2016-01-02 08:07:20.536204,start,User_24,New credit,Car,53542.04
5,W_Complete application,2016-01-02 08:07:54.962582,complete,User_55,New credit,Unknown,14558.04
5,W_Complete application,2016-01-02 08:07:54.962582,start,User_42,New credit,Unknown,14558.04
44,W_Complete application,2016-01-02 08:08:01.944961,complete,User_30,New credit,Car,41476.51
44,W_Complete application,2016-01-02 08:08:01.944961,start,User_14,New credit,Car,41476.51
2,W_Complete application,2016-01-02 08:08:50.862227,complete,User_45,New credit,Existing loan takeover,25581.06
2,W_Complete application,2016-01-02 08:08:50.862227,start,User_31,New credit,Existing loan takeover,25581.06
35,A_Create Application,2016-01-02 08:09:00.000000,start,User_60,Limit raise,Car,23995.04
14,W_Complete application,2016-01-02 08:09:00.000000,start,User_118,New credit,Unknown,42792.42
36,W_Complete application,2016-01-02 08:09:00.000000,start,User_60,Limit raise,Existing loan takeover,11348.58
17,W_Complete application,2016-01-02 08:09:00.000000,start,User_30,New credit,Car,30496.9
35,A_Create Application,2016-01-02 08:09:00.000000,complete,User_60,Limit raise,Car,23995.04
30,W_Complete application,2016-01-02 08:09:00.000000,start,User_49,New credit,Existing loan takeover,16094.83
26,W_Complete application,2016-01-02 08:09:00.000000,start,User_45,Limit raise,Home improvement,36788.72
39,A_Create Application,2016-01-02 08:09:00.000000,start,User_106,New credit,Car,25840.84
39,A_Create Application,2016-01-02 08:09:00.000000,complete,User_106,New credit,Car,25840.84
24,W_Complete application,2016-01-02 08:09:00.000000,start,User_32,New credit,Car,19540.05
33,W_Complete application,2016-01-02 08:09:00.000000,start,User_101,New credit,Existing loan takeover,32632.71
39,W_Complete application,2016-01-02 08:09:00.000000,start,User_95,New credit,Car,25840.84
4,W_Complete application,2016-01-02 08:09:00.000000,start,User_4,New credit,"Other, see explanation",9941.98
7,W_Complete application,2016-01-02 08:09:00.000000,start,User_106,New credit,Home improvement,11165.35
13,W_Complete application,2016-01-02 08:09:00.000000,start,User_55,New credit,Not speficied,26031.06
32,W_Complete application,2016-01-02 08:09:00.000000,start,User_17,New credit,"Other, see explanation",34966.35
29,W_Complete application,2016-01-02 08:09:00.000000,start,User_90,New credit,Car,16953.83
1,W_Complete application,2016-01-02 08:09:00.000000,start,User_67,New credit,Not speficied,47489.2
6,W_Complete application,2016-01-02 08:09:00.000000,start,User_33,New credit,Car,16454.23
37,A_Create Application,2016-01-02 08:09:00.000000,start,User_58,New credit,Home improvement,49996.59
28,A_Create Application,2016-01-02 08:09:00.000000,start,User_58,New credit,Boat,26916.25
37,A_Create Application,2016-01-02 08:09:00.000000,complete,User_58,New credit,Home improvement,49996.59
28,A_Create Application,2016-01-02 08:09:00.000000,complete,User_58,New credit,Boat,26916.25
34,A_Create Application,2016-01-02 08:09:00.000000,start,User_104,New credit,Existing loan takeover,16463.97
28,W_Complete application,2016-01-02 08:09:00.000000,start,User_104,New credit,Boat,26916.25
34,A_Create Application,2016-01-02 08:09:00.000000,complete,User_104,New credit,Existing loan takeover,16463.97
38,W_Complete application,2016-01-02 08:09:00.000000,start,User_58,New credit,Existing loan takeover,18763.35
20,W_Complete application,2016-01-02 08:09:01.300593,complete,User_69,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-02 08:09:01.300593,start,User_69,New credit,"Other, see explanation",25287.66
30,W_Complete application,2016-01-02 08:09:05.686894,complete,User_49,New credit,Existing loan takeover,16094.83
30,W_Complete application,2016-01-02 08:09:05.686894,start,User_49,New credit,Existing loan takeover,16094.83
14,W_Complete application,2016-01-02 08:09:25.663050,complete,User_118,New credit,Unknown,42792.42
14,W_Complete application,2016-01-02 08:09:25.663050,start,User_118,New credit,Unknown,42792.42
1,W_Complete application,2016-01-02 08:09:40.689914,complete,User_67,New credit,Not speficied,47489.2
1,W_Complete application,2016-01-02 08:09:40.689914,start,User_67,New credit,Not speficied,47489.2
42,A_Create Application,2016-01-02 08:10:18.894035,start,User_56,New credit,"Other, see explanation",29983.32
42,A_Create Application,2016-01-02 08:10:18.894035,complete,User_56,New credit,"Other, see explanation",29983.32
42,W_Complete application,2016-01-02 08:10:18.894035,start,User_56,New credit,"Other, see explanation",29983.32
22,W_Complete application,2016-01-02 08:10:29.494180,complete,User_71,New credit,Existing loan takeover,31921.04
22,W_Complete application,2016-01-02 08:10:29.494180,start,User_71,New credit,Existing loan takeover,31921.04
24,W_Complete application,2016-01-02 08:11:03.274380,complete,User_32,New credit,Car,19540.05
24,W_Complete application,2016-01-02 08:11:03.274380,start,User_36,New credit,Car,19540.05
39,W_Complete application,2016-01-02 08:11:04.577953,complete,User_95,New credit,Car,25840.84
39,W_Complete application,2016-01-02 08:11:04.577953,start,User_95,New credit,Car,25840.84
8,W_Complete application,2016-01-02 08:11:24.855022,complete,User_3,New credit,Home improvement,7626.91
8,W_Complete application,2016-01-02 08:11:24.855022,start,User_3,New credit,Home improvement,7626.91
45,W_Complete application,2016-01-02 08:11:36.304577,complete,User_99,New credit,Caravan / Camper,9444.3
45,W_Complete application,2016-01-02 08:11:36.304577,start,User_32,New credit,Caravan / Camper,9444.3
22,W_Complete application,2016-01-02 08:11:55.076381,complete,User_71,New credit,Existing loan takeover,31921.04
22,W_Complete application,2016-01-02 08:11:55.076381,start,User_99,New credit,Existing loan takeover,31921.04
32,W_Complete application,2016-01-02 08:12:10.125761,complete,User_17,New credit,"Other, see explanation",34966.35
32,W_Complete application,2016-01-02 08:12:10.125761,start,User_35,New credit,"Other, see explanation",34966.35
19,W_Complete application,2016-01-02 08:12:10.596219,complete,User_11,New credit,Home improvement,16244.18
19,W_Complete application,2016-01-02 08:12:10.596219,start,User_71,New credit,Home improvement,16244.18
40,W_Complete application,2016-01-02 08:12:16.286985,complete,User_102,New credit,Car,12744.98
40,W_Complete application,2016-01-02 08:12:16.286985,start,User_11,New credit,Car,12744.98
20,W_Complete application,2016-01-02 08:12:27.889799,complete,User_69,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-02 08:12:27.889799,start,User_102,New credit,"Other, see explanation",25287.66
12,W_Complete application,2016-01-02 08:12:29.528025,complete,User_1,New credit,Car,10603.97
12,W_Complete application,2016-01-02 08:12:29.528025,start,User_1,New credit,Car,10603.97
16,W_Complete application,2016-01-02 08:12:45.125479,complete,User_48,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-02 08:12:45.125479,start,User_48,New credit,Existing loan takeover,14705.41
43,W_Complete application,2016-01-02 08:12:59.295519,complete,User_27,New credit,Home improvement,5723.0
43,W_Complete application,2016-01-02 08:12:59.295519,start,User_17,New credit,Home improvement,5723.0
20,W_Complete application,2016-01-02 08:13:09.167764,complete,User_102,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-02 08:13:09.167764,start,User_69,New credit,"Other, see explanation",25287.66
7,W_Complete application,2016-01-02 08:13:10.255654,complete,User_106,New credit,Home improvement,11165.35
7,W_Complete application,2016-01-02 08:13:10.255654,start,User_102,New credit,Home improvement,11165.35
28,W_Complete application,2016-01-02 08:13:16.539749,complete,User_104,New credit,Boat,26916.25
28,W_Complete application,2016-01-02 08:13:16.539749,start,User_27,New credit,Boat,26916.25
23,W_Complete application,2016-01-02 08:13:23.563870,complete,User_24,New credit,Car,53542.04
23,W_Complete application,2016-01-02 08:13:23.563870,start,User_24,New credit,Car,53542.04
19,W_Complete application,2016-01-02 08:14:07.586565,complete,User_71,New credit,Home improvement,16244.18
19,W_Complete application,2016-01-02 08:14:07.586565,start,User_21,New credit,Home improvement,16244.18
28,W_Complete application,2016-01-02 08:14:53.138326,complete,User_27,New credit,Boat,26916.25
28,W_Complete application,2016-01-02 08:14:53.138326,start,User_41,New credit,Boat,26916.25
14,W_Complete application,2016-01-02 08:14:55.167044,complete,User_118,New credit,Unknown,42792.42
14,W_Complete application,2016-01-02 08:14:55.167044,start,User_118,New credit,Unknown,42792.42
15,W_Complete application,2016-01-02 08:15:12.548197,complete,User_120,Limit raise,Existing loan takeover,37951.04
15,W_Complete application,2016-01-02 08:15:12.548197,start,User_29,Limit raise,Existing loan takeover,37951.04
46,W_Complete application,2016-01-02 08:15:17.850463,complete,User_5,New credit,Car,49305.08
46,W_Complete application,2016-01-02 08:15:17.850463,start,User_120,New credit,Car,49305.08
31,W_Complete application,2016-01-02 08:15:21.531374,complete,User_68,Limit raise,"Other, see explanation",45310.21
31,W_Complete application,2016-01-02 08:15:21.531374,start,User_71,Limit raise,"Other, see explanation",45310.21
16,W_Complete application,2016-01-02 08:15:24.898392,complete,User_48,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-02 08:15:24.898392,start,User_5,New credit,Existing loan takeover,14705.41
18,W_Complete application,2016-01-02 08:15:30.180939,complete,User_53,New credit,Existing loan takeover,17085.51
18,W_Complete application,2016-01-02 08:15:30.180939,start,User_106,New credit,Existing loan takeover,17085.51
38,W_Complete application,2016-01-02 08:15:31.580709,complete,User_58,New credit,Existing loan takeover,18763.35
38,W_Complete application,2016-01-02 08:15:31.580709,start,User_48,New credit,Existing loan takeover,18763.35
9,W_Complete application,2016-01-02 08:16:08.426700,complete,User_100,New credit,Car,28942.95
9,W_Complete application,2016-01-02 08:16:08.426700,start,User_27,New credit,Car,28942.95
36,W_Complete application,2016-01-02 08:16:12.046820,complete,User_60,Limit raise,Existing loan takeover,11348.58
36,W_Complete application,2016-01-02 08:16:12.046820,start,User_68,Limit raise,Existing loan takeover,11348.58
1,W_Complete application,2016-01-02 08:16:30.292523,complete,User_67,New credit,Not speficied,47489.2
1,W_Complete application,2016-01-02 08:16:30.292523,start,User_58,New credit,Not speficied,47489.2
13,W_Complete application,2016-01-02 08:16:46.751360,complete,User_55,New credit,Not speficied,26031.06
13,W_Complete application,2016-01-02 08:16:46.751360,start,User_100,New credit,Not speficied,26031.06
20,W_Complete application,2016-01-02 08:17:00.570075,complete,User_69,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-02 08:17:00.570075,start,User_60,New credit,"Other, see explanation",25287.66
12,W_Complete application,2016-01-02 08:19:14.932809,complete,User_1,New credit,Car,10603.97
12,W_Complete application,2016-01-02 08:19:14.932809,start,User_104,New credit,Car,10603.97
16,W_Complete application,2016-01-02 08:19:25.869196,complete,User_5,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-02 08:19:25.869196,start,User_78,New credit,Existing loan takeover,14705.41
3,W_Complete application,2016-01-02 08:19:32.034499,complete,User_112,New credit,Home improvement,15148.56
3,W_Complete application,2016-01-02 08:19:32.034499,start,User_69,New credit,Home improvement,15148.56
31,W_Complete application,2016-01-02 08:19:46.781373,complete,User_71,Limit raise,"Other, see explanation",45310.21
31,W_Complete application,2016-01-02 08:19:46.781373,start,User_75,Limit raise,"Other, see explanation",45310.21
22,W_Complete application,2016-01-02 08:20:51.647176,complete,User_99,New credit,Existing loan takeover,31921.04
22,W_Complete application,2016-01-02 08:20:51.647176,start,User_71,New credit,Existing loan takeover,31921.04
39,W_Complete application,2016-01-02 08:20:59.263305,complete,User_95,New credit,Car,25840.84
39,W_Complete application,2016-01-02 08:20:59.263305,start,User_95,New credit,Car,25840.84
12,W_Complete application,2016-01-02 08:21:59.546736,complete,User_104,New credit,Car,10603.97
12,W_Complete application,2016-01-02 08:21:59.546736,start,User_53,New credit,Car,10603.97
27,W_Complete application,2016-01-02 08:22:02.986009,complete,User_28,New credit,Existing loan takeover,3397.39
27,W_Complete application,2016-01-02 08:22:02.986009,start,User_5,New credit,Existing loan takeover,3397.39
24,W_Complete application,2016-01-02 08:22:07.779997,complete,User_36,New credit,Car,19540.05
24,W_Complete application,2016-01-02 08:22:07.779997,start,User_67,New credit,Car,19540.05
15,W_Complete application,2016-01-02 08:22:07.900350,complete,User_29,Limit raise,Existing loan takeover,37951.04
15,W_Complete application,2016-01-02 08:22:07.900350,start,User_112,Limit raise,Existing loan takeover,37951.04
31,W_Complete application,2016-01-02 08:22:18.615990,complete,User_75,Limit raise,"Other, see explanation",45310.21
31,W_Complete application,2016-01-02 08:22:18.615990,start,User_1,Limit raise,"Other, see explanation",45310.21
14,W_Complete application,2016-01-02 08:22:57.259728,complete,User_118,New credit,Unknown,42792.42
14,W_Complete application,2016-01-02 08:22:57.259728,start,User_104,New credit,Unknown,42792.42
45,W_Complete application,2016-01-02 08:23:23.379861,complete,User_32,New credit,Caravan / Camper,9444.3
45,W_Complete application,2016-01-02 08:23:23.379861,start,User_28,New credit,Caravan / Camper,9444.3
33,W_Complete application,2016-01-02 08:23:25.814754,complete,User_101,New credit,Existing loan takeover,32632.71
33,W_Complete application,2016-01-02 08:23:25.814754,start,User_29,New credit,Existing loan takeover,32632.71
42,W_Complete application,2016-01-02 08:23:34.759418,complete,User_56,New credit,"Other, see explanation",29983.32
42,W_Complete application,2016-01-02 08:23:34.759418,start,User_109,New credit,"Other, see explanation",29983.32
37,W_Complete application,2016-01-02 08:24:00.000000,start,User_55,New credit,Home improvement,49996.59
8,W_Complete application,2016-01-02 08:24:05.150146,complete,User_3,New credit,Home improvement,7626.91
8,W_Complete application,2016-01-02 08:24:05.150146,start,User_101,New credit,Home improvement,7626.91
45,W_Complete application,2016-01-02 08:24:28.393726,complete,User_28,New credit,Caravan / Camper,9444.3
45,W_Complete application,2016-01-02 08:24:28.393726,start,User_32,New credit,Caravan / Camper,9444.3
8,W_Complete application,2016-01-02 08:24:30.185389,complete,User_101,New credit,Home improvement,7626.91
8,W_Complete application,2016-01-02 08:24:30.185389,start,User_75,New credit,Home improvement,7626.91
4,W_Complete application,2016-01-02 08:24:36.728816,complete,User_4,New credit,"Other, see explanation",9941.98
4,W_Complete application,2016-01-02 08:24:36.728816,start,User_99,New credit,"Other, see explanation",9941.98
31,W_Complete application,2016-01-02 08:25:22.550339,complete,User_1,Limit raise,"Other, see explanation",45310.21
31,W_Complete application,2016-01-02 08:25:22.550339,start,User_1,Limit raise,"Other, see explanation",45310.21
7,W_Complete application,2016-01-02 08:25:47.330479,complete,User_102,New credit,Home improvement,11165.35
7,W_Complete application,2016-01-02 08:25:47.330479,start,User_7,New credit,Home improvement,11165.35
2,W_Complete application,2016-01-02 08:26:11.553285,complete,User_31,New credit,Existing loan takeover,25581.06
2,W_Complete application,2016-01-02 08:26:11.553285,start,User_118,New credit,Existing loan takeover,25581.06
40,W_Complete application,2016-01-02 08:27:20.251457,complete,User_11,New credit,Car,12744.98
40,W_Complete application,2016-01-02 08:27:20.251457,start,User_31,New credit,Car,12744.98
21,W_Complete application,2016-01-02 08:27:48.137155,complete,User_2,Limit raise,Car,32351.02
21,W_Complete application,2016-01-02 08:27:48.137155,start,User_4,Limit raise,Car,32351.02
26,W_Complete application,2016-01-02 08:27:59.634182,complete,User_45,Limit raise,Home improvement,36788.72
26,W_Complete application,2016-01-02 08:27:59.634182,start,User_28,Limit raise,Home improvement,36788.72
8,W_Complete application,2016-01-02 08:28:00.813900,complete,User_75,New credit,Home improvement,7626.91
8,W_Complete application,2016-01-02 08:28:00.813900,start,User_45,New credit,Home improvement,7626.91
13,W_Complete application,2016-01-02 08:28:03.852029,complete,User_100,New credit,Not speficied,26031.06
13,W_Complete application,2016-01-02 08:28:03.852029,start,User_101,New credit,Not speficied,26031.06
4,W_Complete application,2016-01-02 08:28:14.622628,complete,User_99,New credit,"Other, see explanation",9941.98
4,W_Complete application,2016-01-02 08:28:14.622628,start,User_3,New credit,"Other, see explanation",9941.98
31,W_Complete application,2016-01-02 08:28:16.823870,complete,User_1,Limit raise,"Other, see explanation",45310.21
31,W_Complete application,2016-01-02 08:28:16.823870,start,User_63,Limit raise,"Other, see explanation",45310.21
41,W_Complete application,2016-01-02 08:28:18.829769,complete,User_87,New credit,Boat,7337.36
41,W_Complete application,2016-01-02 08:28:18.829769,start,User_100,New credit,Boat,7337.36
12,W_Complete application,2016-01-02 08:28:42.405722,complete,User_53,New credit,Car,10603.97
12,W_Complete application,2016-01-02 08:28:42.405722,start,User_56,New credit,Car,10603.97
45,W_Complete application,2016-01-02 08:28:48.540701,complete,User_32,New credit,Caravan / Camper,9444.3
45,W_Complete application,2016-01-02 08:28:48.540701,start,User_36,New credit,Caravan / Camper,9444.3
36,W_Complete application,2016-01-02 08:28:53.853919,complete,User_68,Limit raise,Existing loan takeover,11348.58
36,W_Complete application,2016-01-02 08:28:53.853919,start,User_53,Limit raise,Existing loan takeover,11348.58
32,W_Complete application,2016-01-02 08:29:07.530677,complete,User_35,New credit,"Other, see explanation",34966.35
32,W_Complete application,2016-01-02 08:29:07.530677,start,User_2,New credit,"Other, see explanation",34966.35
39,W_Complete application,2016-01-02 08:29:17.284485,complete,User_95,New credit,Car,25840.84
39,W_Complete application,2016-01-02 08:29:17.284485,start,User_15,New credit,Car,25840.84
39,W_Complete application,2016-01-02 08:29:18.868166,complete,User_15,New credit,Car,25840.84
39,W_Complete application,2016-01-02 08:29:18.868166,start,User_95,New credit,Car,25840.84
5,W_Complete application,2016-01-02 08:29:58.172294,complete,User_42,New credit,Unknown,14558.04
5,W_Complete application,2016-01-02 08:29:58.172294,start,User_87,New credit,Unknown,14558.04
6,W_Complete application,2016-01-02 08:30:34.270080,complete,User_33,New credit,Car,16454.23
6,W_Complete application,2016-01-02 08:30:34.270080,start,User_33,New credit,Car,16454.23
11,W_Complete application,2016-01-02 08:30:49.355449,complete,User_107,New credit,Unknown,36450.89
11,W_Complete application,2016-01-02 08:30:49.355449,start,User_15,New credit,Unknown,36450.89
22,W_Complete application,2016-01-02 08:30:57.712097,complete,User_71,New credit,Existing loan takeover,31921.04
22,W_Complete application,2016-01-02 08:30:57.712097,start,User_1,New credit,Existing loan takeover,31921.04
32,W_Complete application,2016-01-02 08:31:15.108081,complete,User_2,New credit,"Other, see explanation",34966.35
32,W_Complete application,2016-01-02 08:31:15.108081,start,User_75,New credit,"Other, see explanation",34966.35
18,W_Complete application,2016-01-02 08:31:28.512420,complete,User_106,New credit,Existing loan takeover,17085.51
18,W_Complete application,2016-01-02 08:31:28.512420,start,User_102,New credit,Existing loan takeover,17085.51
38,W_Complete application,2016-01-02 08:31:29.718839,complete,User_48,New credit,Existing loan takeover,18763.35
38,W_Complete application,2016-01-02 08:31:29.718839,start,User_68,New credit,Existing loan takeover,18763.35
44,W_Complete application,2016-01-02 08:31:40.312625,complete,User_14,New credit,Car,41476.51
44,W_Complete application,2016-01-02 08:31:40.312625,start,User_35,New credit,Car,41476.51
36,W_Complete application,2016-01-02 08:31:53.786478,complete,User_53,Limit raise,Existing loan takeover,11348.58
36,W_Complete application,2016-01-02 08:31:53.786478,start,User_99,Limit raise,Existing loan takeover,11348.58
14,W_Complete application,2016-01-02 08:32:29.818733,complete,User_104,New credit,Unknown,42792.42
14,W_Complete application,2016-01-02 08:32:29.818733,start,User_53,New credit,Unknown,42792.42
36,W_Complete application,2016-01-02 08:32:53.683055,complete,User_99,Limit raise,Existing loan takeover,11348.58
36,W_Complete application,2016-01-02 08:32:53.683055,start,User_48,Limit raise,Existing loan takeover,11348.58
41,W_Complete application,2016-01-02 08:32:55.232540,complete,User_100,New credit,Boat,7337.36
41,W_Complete application,2016-01-02 08:32:55.232540,start,User_42,New credit,Boat,7337.36
16,W_Complete application,2016-01-02 08:33:10.410533,complete,User_78,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-02 08:33:10.410533,start,User_2,New credit,Existing loan takeover,14705.41
31,W_Complete application,2016-01-02 08:33:40.018891,complete,User_63,Limit raise,"Other, see explanation",45310.21
31,W_Complete application,2016-01-02 08:33:40.018891,start,User_71,Limit raise,"Other, see explanation",45310.21
21,W_Complete application,2016-01-02 08:33:57.598132,complete,User_4,Limit raise,Car,32351.02
21,W_Complete application,2016-01-02 08:33:57.598132,start,User_104,Limit raise,Car,32351.02
17,W_Complete application,2016-01-02 08:34:53.899637,complete,User_30,New credit,Car,30496.9
17,W_Complete application,2016-01-02 08:34:53.899637,start,User_4,New credit,Car,30496.9
26,W_Complete application,2016-01-02 08:34:53.966730,complete,User_28,Limit raise,Home improvement,36788.72
26,W_Complete application,2016-01-02 08:34:53.966730,start,User_14,Limit raise,Home improvement,36788.72
41,W_Complete application,2016-01-02 08:35:16.878901,complete,User_42,New credit,Boat,7337.36
41,W_Complete application,2016-01-02 08:35:16.878901,start,User_28,New credit,Boat,7337.36
20,W_Complete application,2016-01-02 08:35:35.805764,complete,User_60,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-02 08:35:35.805764,start,User_30,New credit,"Other, see explanation",25287.66
44,W_Complete application,2016-01-02 08:36:05.219627,complete,User_35,New credit,Car,41476.51
44,W_Complete application,2016-01-02 08:36:05.219627,start,User_99,New credit,Car,41476.51
5,W_Complete application,2016-01-02 08:36:10.120796,complete,User_87,New credit,Unknown,14558.04
5,W_Complete application,2016-01-02 08:36:10.120796,start,User_35,New credit,Unknown,14558.04
1,W_Complete application,2016-01-02 08:36:17.760746,complete,User_58,New credit,Not speficied,47489.2
1,W_Complete application,2016-01-02 08:36:17.760746,start,User_60,New credit,Not speficied,47489.2
23,W_Complete application,2016-01-02 08:36:30.560593,complete,User_24,New credit,Car,53542.04
23,W_Complete application,2016-01-02 08:36:30.560593,start,User_58,New credit,Car,53542.04
18,W_Complete application,2016-01-02 08:36:48.801839,complete,User_102,New credit,Existing loan takeover,17085.51
18,W_Complete application,2016-01-02 08:36:48.801839,start,User_63,New credit,Existing loan takeover,17085.51
13,W_Complete application,2016-01-02 08:37:24.902564,complete,User_101,New credit,Not speficied,26031.06
13,W_Complete application,2016-01-02 08:37:24.902564,start,User_87,New credit,Not speficied,26031.06
37,W_Complete application,2016-01-02 08:38:04.559954,complete,User_55,New credit,Home improvement,49996.59
37,W_Complete application,2016-01-02 08:38:04.559954,start,User_101,New credit,Home improvement,49996.59
45,W_Complete application,2016-01-02 08:38:28.411580,complete,User_36,New credit,Caravan / Camper,9444.3
45,W_Complete application,2016-01-02 08:38:28.411580,start,User_107,New credit,Caravan / Camper,9444.3
40,W_Complete application,2016-01-02 08:38:36.241297,complete,User_31,New credit,Car,12744.98
40,W_Complete application,2016-01-02 08:38:36.241297,start,User_11,New credit,Car,12744.98
32,W_Complete application,2016-01-02 08:39:02.313670,complete,User_75,New credit,"Other, see explanation",34966.35
32,W_Complete application,2016-01-02 08:39:02.313670,start,User_24,New credit,"Other, see explanation",34966.35
43,W_Complete application,2016-01-02 08:39:08.207147,complete,User_17,New credit,Home improvement,5723.0
43,W_Complete application,2016-01-02 08:39:08.207147,start,User_36,New credit,Home improvement,5723.0
31,W_Complete application,2016-01-02 08:39:08.257225,complete,User_71,Limit raise,"Other, see explanation",45310.21
31,W_Complete application,2016-01-02 08:39:08.257225,start,User_100,Limit raise,"Other, see explanation",45310.21
41,W_Complete application,2016-01-02 08:39:09.515095,complete,User_28,New credit,Boat,7337.36
41,W_Complete application,2016-01-02 08:39:09.515095,start,User_32,New credit,Boat,7337.36
32,W_Complete application,2016-01-02 08:39:13.089430,complete,User_24,New credit,"Other, see explanation",34966.35
32,W_Complete application,2016-01-02 08:39:13.089430,start,User_31,New credit,"Other, see explanation",34966.35
6,W_Complete application,2016-01-02 08:39:32.185805,complete,User_33,New credit,Car,16454.23
6,W_Complete application,2016-01-02 08:39:32.185805,start,User_106,New credit,Car,16454.23
17,W_Complete application,2016-01-02 08:39:40.725959,complete,User_4,New credit,Car,30496.9
17,W_Complete application,2016-01-02 08:39:40.725959,start,User_17,New credit,Car,30496.9
29,W_Complete application,2016-01-02 08:39:56.985777,complete,User_90,New credit,Car,16953.83
29,W_Complete application,2016-01-02 08:39:56.985777,start,User_33,New credit,Car,16953.83
39,W_Complete application,2016-01-02 08:40:01.024359,complete,User_95,New credit,Car,25840.84
39,W_Complete application,2016-01-02 08:40:01.024359,start,User_4,New credit,Car,25840.84
27,W_Complete application,2016-01-02 08:40:13.219108,complete,User_5,New credit,Existing loan takeover,3397.39
27,W_Complete application,2016-01-02 08:40:13.219108,start,User_5,New credit,Existing loan takeover,3397.39
36,W_Complete application,2016-01-02 08:40:23.113258,complete,User_48,Limit raise,Existing loan takeover,11348.58
36,W_Complete application,2016-01-02 08:40:23.113258,start,User_78,Limit raise,Existing loan takeover,11348.58
44,W_Complete application,2016-01-02 08:40:34.150249,complete,User_99,New credit,Car,41476.51
44,W_Complete application,2016-01-02 08:40:34.150249,start,User_90,New credit,Car,41476.51
21,W_Complete application,2016-01-02 08:40:35.324999,complete,User_104,Limit raise,Car,32351.02
21,W_Complete application,2016-01-02 08:40:35.324999,start,User_42,Limit raise,Car,32351.02
30,W_Complete application,2016-01-02 08:41:12.639760,complete,User_49,New credit,Existing loan takeover,16094.83
30,W_Complete application,2016-01-02 08:41:12.639760,start,User_75,New credit,Existing loan takeover,16094.83
15,W_Complete application,2016-01-02 08:41:22.160116,complete,User_112,Limit raise,Existing loan takeover,37951.04
15,W_Complete application,2016-01-02 08:41:22.160116,start,User_112,Limit raise,Existing loan takeover,37951.04
30,W_Complete application,2016-01-02 08:41:35.990773,complete,User_75,New credit,Existing loan takeover,16094.83
30,W_Complete application,2016-01-02 08:41:35.990773,start,User_48,New credit,Existing loan takeover,16094.83
24,W_Complete application,2016-01-02 08:41:55.655528,complete,User_67,New credit,Car,19540.05
24,W_Complete application,2016-01-02 08:41:55.655528,start,User_67,New credit,Car,19540.05
27,W_Complete application,2016-01-02 08:42:03.206820,complete,User_5,New credit,Existing loan takeover,3397.39
27,W_Complete application,2016-01-02 08:42:03.206820,start,User_71,New credit,Existing loan takeover,3397.39
19,W_Complete application,2016-01-02 08:42:08.101171,complete,User_21,New credit,Home improvement,16244.18
19,W_Complete application,2016-01-02 08:42:08.101171,start,User_95,New credit,Home improvement,16244.18
46,W_Complete application,2016-01-02 08:42:33.060810,complete,User_120,New credit,Car,49305.08
46,W_Complete application,2016-01-02 08:42:33.060810,start,User_75,New credit,Car,49305.08
20,W_Complete application,2016-01-02 08:42:58.176574,complete,User_30,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-02 08:42:58.176574,start,User_24,New credit,"Other, see explanation",25287.66
23,W_Complete application,2016-01-02 08:43:14.120750,complete,User_58,New credit,Car,53542.04
23,W_Complete application,2016-01-02 08:43:14.120750,start,User_21,New credit,Car,53542.04
17,W_Complete application,2016-01-02 08:44:30.499236,complete,User_17,New credit,Car,30496.9
17,W_Complete application,2016-01-02 08:44:30.499236,start,User_120,New credit,Car,30496.9
32,W_Complete application,2016-01-02 08:45:19.102700,complete,User_31,New credit,"Other, see explanation",34966.35
32,W_Complete application,2016-01-02 08:45:19.102700,start,User_5,New credit,"Other, see explanation",34966.35
31,W_Complete application,2016-01-02 08:45:22.806343,complete,User_100,Limit raise,"Other, see explanation",45310.21
31,W_Complete application,2016-01-02 08:45:22.806343,start,User_17,Limit raise,"Other, see explanation",45310.21
